filename,label
utt_0182,sd
utt_0183,qy
utt_0184,ny
utt_0185,b
utt_0186,%
utt_0187,sd
utt_0188,sd
utt_0189,sd
utt_0190,%
utt_0191,b
utt_0192,sd
utt_0193,bk
utt_0194,sd
utt_0195,b
utt_0196,sd
utt_0197,b
utt_0198,+
utt_0199,b
utt_0200,+
utt_0201,ba
utt_0202,aa
utt_0203,sv
utt_0204,sv
utt_0205,%
utt_0206,sv
utt_0207,aa
utt_0208,sv
utt_0209,sv
utt_0210,+
utt_0211,fc
utt_0212,fc
utt_0213,fc
utt_0214,+
utt_0215,fc
utt_0216,fc
utt_0217,fc
utt_0218,"fo_o_fw_""_by_bc"
utt_0219,ad
utt_0220,sd
utt_0221,sd
utt_0222,sd
utt_0223,b
utt_0224,sd
utt_0225,ba
utt_0226,qw
utt_0227,sd
utt_0228,bk
utt_0229,b
utt_0230,qy
utt_0231,^h
utt_0232,ny
utt_0233,b^m
utt_0234,sd
utt_0235,b
utt_0236,ba
utt_0237,sd
utt_0238,sd
utt_0239,sd
utt_0240,sv
utt_0241,sd
utt_0242,sd
utt_0243,sv
utt_0244,qo
utt_0245,qy
utt_0246,sd
utt_0247,bk
utt_0248,sd
utt_0249,b
utt_0250,ba
utt_0251,sd
utt_0252,sd
utt_0253,sd
utt_0254,sd
utt_0255,sv
utt_0256,sv
utt_0257,sd
utt_0258,b
utt_0259,sd
utt_0260,sv
utt_0261,sd
utt_0262,sd
utt_0263,sd
utt_0264,sd
utt_0265,sv
utt_0266,sd
utt_0267,sd
utt_0268,sd
utt_0269,sd
utt_0270,sd
utt_0271,%
utt_0272,qy
utt_0273,sv
utt_0274,qy
utt_0275,ny
utt_0276,sv
utt_0277,b
utt_0278,sd
utt_0279,aa
utt_0280,aa
utt_0281,aa
utt_0282,sv
utt_0283,sd
utt_0284,sv
utt_0285,%
utt_0286,^2
utt_0287,aa
utt_0288,sd
utt_0289,sd
utt_0290,%
utt_0291,b
utt_0292,qo
utt_0293,qy
utt_0294,sd
utt_0295,sd
utt_0296,b
utt_0297,%
utt_0298,sd
utt_0299,b
utt_0300,sd
utt_0301,sd
utt_0302,b
utt_0303,+
utt_0304,ba
utt_0305,ba
utt_0306,sv
utt_0307,sd
utt_0308,sd
utt_0309,+
utt_0310,%
utt_0311,+
utt_0312,bh
utt_0313,sv
utt_0314,sd
utt_0315,sd
utt_0316,sd
utt_0317,%
utt_0318,%
utt_0319,sd
utt_0320,sd
utt_0321,b
utt_0322,qy
utt_0323,qy
utt_0324,nn
utt_0325,%
utt_0326,sd
utt_0327,bk
utt_0328,+
utt_0329,b
utt_0330,qy
utt_0331,qy
utt_0332,qy
utt_0333,ny
utt_0334,sd
utt_0335,b
utt_0336,ba
utt_0337,%
utt_0338,sd
utt_0339,%
utt_0340,sd
utt_0341,ba
utt_0342,sd
utt_0343,sd
utt_0344,sd
utt_0345,sd
utt_0346,sd
utt_0347,sd
utt_0348,sv
utt_0349,%
utt_0350,sv
utt_0351,aa
utt_0352,aa
utt_0353,sd
utt_0354,b
utt_0355,sd
utt_0356,sd
utt_0357,sd
utt_0358,sd
utt_0359,%
utt_0360,sd
utt_0361,sd
utt_0362,sd
utt_0363,sv
utt_0364,sv
utt_0365,sd
utt_0366,sd
utt_0367,sd
utt_0368,b
utt_0369,sd
utt_0370,b
utt_0371,sd
utt_0372,b
utt_0373,bf
utt_0374,%
utt_0375,na
utt_0376,b
utt_0377,sd
utt_0378,sd
utt_0379,sd
utt_0380,sd
utt_0381,sd
utt_0382,sd
utt_0383,b
utt_0384,+
utt_0385,sd
utt_0386,qy
utt_0387,no
utt_0388,b
utt_0389,sd
utt_0390,b
utt_0391,sd
utt_0392,b
utt_0393,+
utt_0394,sd
utt_0395,sd
utt_0396,sd
utt_0397,sd
utt_0398,sd
utt_0399,sd
utt_0400,sd
utt_0401,sd
utt_0402,qw
utt_0403,qy
utt_0404,sd
utt_0405,b
utt_0406,b
utt_0407,sd
utt_0408,aa
utt_0409,aa
utt_0410,sd
utt_0411,sd
utt_0412,sv
utt_0413,ad
utt_0414,sd
utt_0415,qo
utt_0416,sd
utt_0417,b
utt_0418,sd
utt_0419,b
utt_0420,qy
utt_0421,sd
utt_0422,sv
utt_0423,%
utt_0424,sd
utt_0425,b
utt_0426,sv
utt_0427,sv
utt_0428,qy
utt_0429,ng
utt_0430,b
utt_0431,b
utt_0432,sv
utt_0433,sd
utt_0434,sd
utt_0435,sv
utt_0436,sd
utt_0437,ba
utt_0438,+
utt_0439,b
utt_0440,sv
utt_0441,x
utt_0442,sv
utt_0443,sv
utt_0444,sd
utt_0445,aa
utt_0446,+
utt_0447,aa
utt_0448,sv
utt_0449,aa
utt_0450,qy
utt_0451,na
utt_0452,b^m
utt_0453,qy^d
utt_0454,%
utt_0455,sd
utt_0456,sd
utt_0457,sv
utt_0458,^g
utt_0459,sd
utt_0460,sd
utt_0461,x
utt_0462,sv
utt_0463,aa
utt_0464,sv
utt_0465,qh
utt_0466,%
utt_0467,sd
utt_0468,sd
utt_0469,b
utt_0470,sv
utt_0471,sd
utt_0472,sd
utt_0473,x
utt_0474,ad
utt_0475,ad
utt_0476,qy
utt_0477,sd
utt_0478,sd
utt_0479,b
utt_0480,sv
utt_0481,qy^d
utt_0482,sd
utt_0483,b
utt_0484,b
utt_0485,qy
utt_0486,ny
utt_0487,b
utt_0488,%
utt_0489,aa
utt_0490,sv
utt_0491,%
utt_0492,qy
utt_0493,ny
utt_0494,sd
utt_0495,sd
utt_0496,sd
utt_0497,sd
utt_0498,b
utt_0499,sd
utt_0500,sd
utt_0501,sd
utt_0502,b
utt_0503,sd
utt_0504,sd
utt_0505,sd
utt_0506,sd
utt_0507,sd
utt_0508,b
utt_0509,sd
utt_0510,b
utt_0511,b
utt_0512,qo
utt_0513,sd
utt_0514,sd
utt_0515,sd
utt_0516,b
utt_0517,qy
utt_0518,ny
utt_0519,ny
utt_0520,sd
utt_0521,sd
utt_0522,sd
utt_0523,b
utt_0524,+
utt_0525,sd
utt_0526,sv
utt_0527,aa
utt_0528,b
utt_0529,qy
utt_0530,sd
utt_0531,sd
utt_0532,b
utt_0533,sd
utt_0534,sd
utt_0535,b
utt_0536,sd
utt_0537,sd
utt_0538,sd
utt_0539,sd
utt_0540,b
utt_0541,sd
utt_0542,sd
utt_0543,sd
utt_0544,b
utt_0545,sd
utt_0546,sv
utt_0547,b
utt_0548,aa
utt_0549,sd
utt_0550,sv
utt_0551,b
utt_0552,sv
utt_0553,b
utt_0554,%
utt_0555,aa
utt_0556,sd
utt_0557,sv
utt_0558,sv
utt_0559,sd
utt_0560,sv
utt_0561,sd
utt_0562,b
utt_0563,sv
utt_0564,b
utt_0565,+
utt_0566,sv
utt_0567,aa
utt_0568,sv
utt_0569,sd
utt_0570,sv
utt_0571,b
utt_0572,sv
utt_0573,aa
utt_0574,sv
utt_0575,sv
utt_0576,ad
utt_0577,sd
utt_0578,sd
utt_0579,sd
utt_0580,sd
utt_0581,sd
utt_0582,sd
utt_0583,sd
utt_0584,sd
utt_0585,aa
utt_0586,sv
utt_0587,ar
utt_0588,sv
utt_0589,sd
utt_0590,sd
utt_0591,sd
utt_0592,b
utt_0593,sd
utt_0594,qy^d
utt_0595,ny
utt_0596,sd
utt_0597,qy
utt_0598,no
utt_0599,b
utt_0600,sd
utt_0601,sd
utt_0602,sd
utt_0603,sd
utt_0604,sd
utt_0605,b
utt_0606,ba
utt_0607,sd
utt_0608,sd
utt_0609,sd
utt_0610,aa
utt_0611,aa
utt_0612,sd
utt_0613,sd
utt_0614,sv
utt_0615,sv
utt_0616,%
utt_0617,sd
utt_0618,sd
utt_0619,b
utt_0620,sd
utt_0621,sd
utt_0622,sd
utt_0623,sv
utt_0624,sv
utt_0625,aa
utt_0626,sv
utt_0627,qy
utt_0628,sd
utt_0629,ba
utt_0630,ba
utt_0631,x
utt_0632,sd
utt_0633,ar
utt_0634,sd
utt_0635,sd
utt_0636,sd
utt_0637,b
utt_0638,sd
utt_0639,sd
utt_0640,b
utt_0641,sd
utt_0642,sd
utt_0643,b
utt_0644,sv
utt_0645,qy
utt_0646,sd
utt_0647,%
utt_0648,sd
utt_0649,sd
utt_0650,sd
utt_0651,sd
utt_0652,sd
utt_0653,sd
utt_0654,sd
utt_0655,sd
utt_0656,ba
utt_0657,ba
utt_0658,bf
utt_0659,%
utt_0660,ar
utt_0661,sd
utt_0662,b
utt_0663,sd
utt_0664,sd
utt_0665,sd
utt_0666,b
utt_0667,qy
utt_0668,x
utt_0669,sd
utt_0670,sd
utt_0671,b
utt_0672,+
utt_0673,b
utt_0674,b
utt_0675,x
utt_0676,sd
utt_0677,sd
utt_0678,bh
utt_0679,nn
utt_0680,sd
utt_0681,ba
utt_0682,%
utt_0683,qw^d
utt_0684,%
utt_0685,sd
utt_0686,sd
utt_0687,sd
utt_0688,qy^d
utt_0689,nn
utt_0690,ba
utt_0691,sd
utt_0692,qy
utt_0693,ny
utt_0694,sd
utt_0695,b
utt_0696,sd
utt_0697,sd
utt_0698,sd
utt_0699,qw
utt_0700,sd
utt_0701,b
utt_0702,bf
utt_0703,aa
utt_0704,sd
utt_0705,sd
utt_0706,sd
utt_0707,ba
utt_0708,sd
utt_0709,sd
utt_0710,ba
utt_0711,ba
utt_0712,sd
utt_0713,b
utt_0714,sd
utt_0715,b
utt_0716,sv
utt_0717,aa
utt_0718,ad
utt_0719,aa
utt_0720,sd
utt_0721,qy^d
utt_0722,ny
utt_0723,sd
utt_0724,sd
utt_0725,sd
utt_0726,b
utt_0727,sd
utt_0728,b
utt_0729,+
utt_0730,b
utt_0731,sv
utt_0732,b
utt_0733,sd
utt_0734,sd
utt_0735,sd
utt_0736,sd
utt_0737,b
utt_0738,+
utt_0739,x
utt_0740,sd
utt_0741,sd
utt_0742,sd
utt_0743,b
utt_0744,b
utt_0745,sd
utt_0746,sd
utt_0747,sv
utt_0748,aa
utt_0749,aa
utt_0750,+
utt_0751,aa
utt_0752,ba
utt_0753,sv
utt_0754,aa
utt_0755,sd
utt_0756,sd
utt_0757,sd
utt_0758,sd
utt_0759,b
utt_0760,h
utt_0761,sv
utt_0762,aa
utt_0763,aa
utt_0764,sd
utt_0765,bh
utt_0766,sd
utt_0767,sd
utt_0768,sd
utt_0769,sd
utt_0770,sd
utt_0771,sd
utt_0772,b
utt_0773,sv
utt_0774,sd
utt_0775,qy
utt_0776,+
utt_0777,qy^d
utt_0778,ny
utt_0779,ny
utt_0780,+
utt_0781,b
utt_0782,sd
utt_0783,sd
utt_0784,sd
utt_0785,sd
utt_0786,sd
utt_0787,sd
utt_0788,sd
utt_0789,sd
utt_0790,qy^d
utt_0791,ny
utt_0792,sd
utt_0793,ny
utt_0794,sd
utt_0795,b^m
utt_0796,sv
utt_0797,x
utt_0798,sv
utt_0799,aa
utt_0800,ba
utt_0801,sd
utt_0802,sd
utt_0803,b
utt_0804,sd
utt_0805,sd
utt_0806,sd
utt_0807,sd
utt_0808,sv
utt_0809,sv
utt_0810,aa
utt_0811,aa
utt_0812,sv
utt_0813,sd
utt_0814,b
utt_0815,sd
utt_0816,x
utt_0817,qy^d
utt_0818,ny
utt_0819,sd
utt_0820,sd
utt_0821,sd
utt_0822,b
utt_0823,+
utt_0824,sd
utt_0825,b
utt_0826,sd
utt_0827,sd
utt_0828,b
utt_0829,sd
utt_0830,sd
utt_0831,x
utt_0832,+
utt_0833,ba
utt_0834,sd
utt_0835,ba
utt_0836,sd
utt_0837,aa
utt_0838,sv
utt_0839,%
utt_0840,sv
utt_0841,br
utt_0842,sv
utt_0843,aa
utt_0844,x
utt_0845,sv
utt_0846,sv
utt_0847,b
utt_0848,+
utt_0849,b
utt_0850,+
utt_0851,qy
utt_0852,na
utt_0853,ba
utt_0854,aa
utt_0855,aa
utt_0856,sd
utt_0857,b
utt_0858,x
utt_0859,+
utt_0860,sd
utt_0861,b
utt_0862,+
utt_0863,sd
utt_0864,b
utt_0865,+
utt_0866,sd
utt_0867,b
utt_0868,+
utt_0869,b
utt_0870,sd
utt_0871,sd
utt_0872,sd
utt_0873,b
utt_0874,+
utt_0875,sd
utt_0876,b
utt_0877,+
utt_0878,sd
utt_0879,sd
utt_0880,sd
utt_0881,b
utt_0882,+
utt_0883,b
utt_0884,sd
utt_0885,sd
utt_0886,b
utt_0887,sd
utt_0888,sd
utt_0889,b
utt_0890,+
utt_0891,sd
utt_0892,b
utt_0893,sd
utt_0894,ba
utt_0895,%
utt_0896,sd
utt_0897,b
utt_0898,+
utt_0899,b
utt_0900,sv
utt_0901,aa
utt_0902,aa
utt_0903,b
utt_0904,+
utt_0905,sd
utt_0906,aa
utt_0907,sv
utt_0908,b
utt_0909,+
utt_0910,aa
utt_0911,aa
utt_0912,sv
utt_0913,sv
utt_0914,b
utt_0915,sv
utt_0916,b
utt_0917,sv
utt_0918,sd
utt_0919,%
utt_0920,+
utt_0921,b
utt_0922,sd
utt_0923,sd
utt_0924,sd
utt_0925,sd
utt_0926,sd
utt_0927,%
utt_0928,sd
utt_0929,sd
utt_0930,sd
utt_0931,qy
utt_0932,ny
utt_0933,sd
utt_0934,sd
utt_0935,sd
utt_0936,sd
utt_0937,sd
utt_0938,^q
utt_0939,sd
utt_0940,%
utt_0941,sd
utt_0942,sd
utt_0943,sd
utt_0944,b
utt_0945,sd
utt_0946,aa
utt_0947,%
utt_0948,sv
utt_0949,^q
utt_0950,sd
utt_0951,bh
utt_0952,ny
utt_0953,qw
utt_0954,^h
utt_0955,sd
utt_0956,sd
utt_0957,sd
utt_0958,b
utt_0959,+
utt_0960,b
utt_0961,sd
utt_0962,sd
utt_0963,bh
utt_0964,ny
utt_0965,sd
utt_0966,sv
utt_0967,b
utt_0968,%
utt_0969,sd
utt_0970,b
utt_0971,qw
utt_0972,sd
utt_0973,sv
utt_0974,%
utt_0975,sd
utt_0976,sv
utt_0977,aa
utt_0978,sv
utt_0979,^2
utt_0980,sd
utt_0981,sd
utt_0982,b
utt_0983,sv
utt_0984,aa
utt_0985,aa
utt_0986,sd
utt_0987,%
utt_0988,sd
utt_0989,^q
utt_0990,sd
utt_0991,sd
utt_0992,bh
utt_0993,qy^d
utt_0994,na
utt_0995,b
utt_0996,sd
utt_0997,b
utt_0998,sv
utt_0999,b
utt_1000,sv
utt_1001,aa
utt_1002,sd
utt_1003,sd
utt_1004,qy
utt_1005,ny
utt_1006,sd
utt_1007,b
utt_1008,sv
utt_1009,aa
utt_1010,sd
utt_1011,b
utt_1012,sd
utt_1013,t1
utt_1014,qh
utt_1015,sd
utt_1016,bh
utt_1017,qy
utt_1018,na
utt_1019,sd
utt_1020,b
utt_1021,sd
utt_1022,sd
utt_1023,sd
utt_1024,sd
utt_1025,b
utt_1026,sd
utt_1027,^q
utt_1028,aa
utt_1029,sd
utt_1030,sv
utt_1031,qy^d
utt_1032,ny
utt_1033,bk
utt_1034,sv
utt_1035,sd
utt_1036,sd
utt_1037,sd
utt_1038,b
utt_1039,sd
utt_1040,qy^d
utt_1041,na
utt_1042,sd
utt_1043,sd
utt_1044,sd
utt_1045,sd
utt_1046,b
utt_1047,qy^d
utt_1048,sd
utt_1049,ny
utt_1050,sd
utt_1051,+
utt_1052,sd
utt_1053,sd
utt_1054,sd
utt_1055,b
utt_1056,ad
utt_1057,sd
utt_1058,b
utt_1059,qy^d
utt_1060,sd
utt_1061,qy^d
utt_1062,ny
utt_1063,sd
utt_1064,sd
utt_1065,sd
utt_1066,sd
utt_1067,sd
utt_1068,sd
utt_1069,sd
utt_1070,aa
utt_1071,aa
utt_1072,sd
utt_1073,sd
utt_1074,%
utt_1075,ba
utt_1076,sd
utt_1077,b
utt_1078,sv
utt_1079,sd
utt_1080,sd
utt_1081,sd
utt_1082,qh
utt_1083,b
utt_1084,+
utt_1085,qh
utt_1086,qh
utt_1087,b
utt_1088,%
utt_1089,sv
utt_1090,sv
utt_1091,%
utt_1092,sv
utt_1093,sv
utt_1094,aa
utt_1095,sv
utt_1096,sv
utt_1097,sv
utt_1098,sv
utt_1099,aa
utt_1100,%
utt_1101,sv
utt_1102,qy
utt_1103,nn
utt_1104,sd
utt_1105,sd
utt_1106,sd
utt_1107,%
utt_1108,sd
utt_1109,aa
utt_1110,aa
utt_1111,sv
utt_1112,sd
utt_1113,sd
utt_1114,sd
utt_1115,b
utt_1116,+
utt_1117,b
utt_1118,sd
utt_1119,sd
utt_1120,sv
utt_1121,sv
utt_1122,aa
utt_1123,aa
utt_1124,sv
utt_1125,x
utt_1126,+
utt_1127,sd
utt_1128,b
utt_1129,+
utt_1130,sd
utt_1131,sd
utt_1132,sd
utt_1133,b
utt_1134,sd
utt_1135,sd
utt_1136,sd
utt_1137,sd
utt_1138,aa
utt_1139,fc
utt_1140,fc
utt_1141,fc
utt_1142,fc
utt_1143,fc
utt_1144,fc
utt_1145,fc
utt_1146,"fo_o_fw_""_by_bc"
utt_1147,qo
utt_1148,qy
utt_1149,ny
utt_1150,sv
utt_1151,qy
utt_1152,sv
utt_1153,b
utt_1154,+
utt_1155,sv
utt_1156,b
utt_1157,+
utt_1158,b
utt_1159,+
utt_1160,sv
utt_1161,^q
utt_1162,b
utt_1163,b
utt_1164,sv
utt_1165,sv
utt_1166,sv
utt_1167,aa
utt_1168,aa
utt_1169,sd
utt_1170,b
utt_1171,sd
utt_1172,b
utt_1173,sd
utt_1174,sv
utt_1175,sv
utt_1176,sd
utt_1177,sv
utt_1178,sv
utt_1179,b
utt_1180,sd
utt_1181,sv
utt_1182,aa
utt_1183,aa
utt_1184,%
utt_1185,sv
utt_1186,aa
utt_1187,aa
utt_1188,sd
utt_1189,%
utt_1190,qy
utt_1191,nn
utt_1192,nn
utt_1193,sd
utt_1194,ba
utt_1195,b
utt_1196,b
utt_1197,sd
utt_1198,sd
utt_1199,sv
utt_1200,^g
utt_1201,ny
utt_1202,sd
utt_1203,b
utt_1204,+
utt_1205,b
utt_1206,b
utt_1207,sd
utt_1208,b
utt_1209,sd
utt_1210,aa
utt_1211,aa
utt_1212,sv
utt_1213,%
utt_1214,sv
utt_1215,sv
utt_1216,qy
utt_1217,aa
utt_1218,aa
utt_1219,sv
utt_1220,sv
utt_1221,sv
utt_1222,b
utt_1223,+
utt_1224,b
utt_1225,+
utt_1226,b
utt_1227,sv
utt_1228,^2
utt_1229,sv
utt_1230,b
utt_1231,+
utt_1232,^q
utt_1233,sv
utt_1234,aa
utt_1235,%
utt_1236,aa
utt_1237,aa
utt_1238,sv
utt_1239,sv
utt_1240,aa
utt_1241,aa
utt_1242,sv
utt_1243,h
utt_1244,b
utt_1245,sd
utt_1246,sv
utt_1247,sv
utt_1248,sv
utt_1249,sd
utt_1250,b
utt_1251,+
utt_1252,b
utt_1253,ba
utt_1254,h
utt_1255,%
utt_1256,sd
utt_1257,sv
utt_1258,b
utt_1259,+
utt_1260,b
utt_1261,+
utt_1262,sv
utt_1263,b
utt_1264,nn
utt_1265,sv
utt_1266,%
utt_1267,b
utt_1268,sv
utt_1269,sv
utt_1270,sv
utt_1271,%
utt_1272,sv
utt_1273,b
utt_1274,%
utt_1275,sd
utt_1276,b
utt_1277,%
utt_1278,sd
utt_1279,b
utt_1280,b
utt_1281,sv
utt_1282,^2
utt_1283,+
utt_1284,b
utt_1285,sv
utt_1286,aa
utt_1287,sv
utt_1288,b
utt_1289,sv
utt_1290,%
utt_1291,b
utt_1292,sv
utt_1293,b
utt_1294,sv
utt_1295,sv
utt_1296,aa
utt_1297,sd
utt_1298,b
utt_1299,sv
utt_1300,%
utt_1301,b
utt_1302,sd
utt_1303,%
utt_1304,%
utt_1305,^g
utt_1306,sd
utt_1307,bk
utt_1308,%
utt_1309,qw
utt_1310,bk
utt_1311,b
utt_1312,sv
utt_1313,%
utt_1314,br
utt_1315,sd
utt_1316,%
utt_1317,%
utt_1318,sd
utt_1319,b
utt_1320,%
utt_1321,b
utt_1322,ba
utt_1323,b
utt_1324,sd
utt_1325,sd
utt_1326,b
utt_1327,+
utt_1328,b
utt_1329,b
utt_1330,b
utt_1331,%
utt_1332,sd
utt_1333,b
utt_1334,+
utt_1335,b
utt_1336,+
utt_1337,ba
utt_1338,sd
utt_1339,sv
utt_1340,b
utt_1341,sd
utt_1342,sv
utt_1343,%
utt_1344,sd
utt_1345,ba
utt_1346,sd
utt_1347,qw
utt_1348,%
utt_1349,sd
utt_1350,sd
utt_1351,sd
utt_1352,qw
utt_1353,sd
utt_1354,%
utt_1355,qy
utt_1356,nn
utt_1357,ny
utt_1358,sd
utt_1359,nn
utt_1360,sd
utt_1361,sd
utt_1362,+
utt_1363,qy^d
utt_1364,na
utt_1365,sd
utt_1366,sd
utt_1367,b
utt_1368,+
utt_1369,sd
utt_1370,ba
utt_1371,%
utt_1372,sd
utt_1373,%
utt_1374,aa
utt_1375,ba
utt_1376,sd
utt_1377,sd
utt_1378,sd
utt_1379,sd
utt_1380,sd
utt_1381,%
utt_1382,sd
utt_1383,b
utt_1384,+
utt_1385,sd
utt_1386,sv
utt_1387,b
utt_1388,sd
utt_1389,b
utt_1390,sv
utt_1391,sd
utt_1392,sd
utt_1393,b
utt_1394,na
utt_1395,sd
utt_1396,sd
utt_1397,b
utt_1398,ba
utt_1399,b
utt_1400,sd
utt_1401,b
utt_1402,+
utt_1403,sd
utt_1404,sd
utt_1405,^2
utt_1406,sd
utt_1407,b
utt_1408,sd
utt_1409,sv
utt_1410,t1
utt_1411,sd
utt_1412,qw
utt_1413,aa
utt_1414,aa
utt_1415,%
utt_1416,sd
utt_1417,sd
utt_1418,sd
utt_1419,sv
utt_1420,b
utt_1421,%
utt_1422,b
utt_1423,sd
utt_1424,sv
utt_1425,b
utt_1426,sv
utt_1427,b
utt_1428,+
utt_1429,b
utt_1430,b
utt_1431,b
utt_1432,%
utt_1433,sd
utt_1434,^h
utt_1435,^q
utt_1436,^q
utt_1437,h
utt_1438,aa
utt_1439,b
utt_1440,h
utt_1441,sd
utt_1442,sd
utt_1443,%
utt_1444,sd
utt_1445,%
utt_1446,qy
utt_1447,sd
utt_1448,nn
utt_1449,sv
utt_1450,sv
utt_1451,sv
utt_1452,b
utt_1453,+
utt_1454,qy
utt_1455,nn
utt_1456,sd
utt_1457,b
utt_1458,sd
utt_1459,b
utt_1460,+
utt_1461,b
utt_1462,b
utt_1463,ba
utt_1464,sd
utt_1465,b
utt_1466,+
utt_1467,%
utt_1468,b
utt_1469,sd
utt_1470,sv
utt_1471,b
utt_1472,sd
utt_1473,sd
utt_1474,aa
utt_1475,sd
utt_1476,sd
utt_1477,sd
utt_1478,bf
utt_1479,sd
utt_1480,sd
utt_1481,b
utt_1482,sd
utt_1483,b
utt_1484,+
utt_1485,sd
utt_1486,ba
utt_1487,qo
utt_1488,sd
utt_1489,sd
utt_1490,b
utt_1491,+
utt_1492,b
utt_1493,+
utt_1494,b
utt_1495,sd
utt_1496,b
utt_1497,+
utt_1498,sd
utt_1499,sd
utt_1500,b
utt_1501,sd
utt_1502,qy^d
utt_1503,na
utt_1504,b
utt_1505,na
utt_1506,%
utt_1507,sd
utt_1508,sd
utt_1509,b
utt_1510,sd
utt_1511,sd
utt_1512,b
utt_1513,+
utt_1514,sd
utt_1515,b
utt_1516,+
utt_1517,sv
utt_1518,sv
utt_1519,aa
utt_1520,aa
utt_1521,sv
utt_1522,sd
utt_1523,qo
utt_1524,sd
utt_1525,sd
utt_1526,b
utt_1527,+
utt_1528,sd
utt_1529,sd
utt_1530,b
utt_1531,sv
utt_1532,sd
utt_1533,b
utt_1534,%
utt_1535,qw
utt_1536,sd
utt_1537,sd
utt_1538,qy
utt_1539,qrr
utt_1540,sd
utt_1541,b
utt_1542,sd
utt_1543,sd
utt_1544,b
utt_1545,+
utt_1546,sd
utt_1547,b
utt_1548,sd
utt_1549,b
utt_1550,+
utt_1551,sd
utt_1552,sd
utt_1553,qy
utt_1554,qrr
utt_1555,ny
utt_1556,+
utt_1557,sd
utt_1558,sd
utt_1559,b
utt_1560,sd
utt_1561,ba
utt_1562,x
utt_1563,qy
utt_1564,ng
utt_1565,sd
utt_1566,b
utt_1567,sd
utt_1568,b
utt_1569,sd
utt_1570,sd
utt_1571,sd
utt_1572,b
utt_1573,sd
utt_1574,sd
utt_1575,b
utt_1576,+
utt_1577,b
utt_1578,sv
utt_1579,b
utt_1580,+
utt_1581,b
utt_1582,+
utt_1583,sv
utt_1584,sv
utt_1585,sd
utt_1586,b
utt_1587,sd
utt_1588,sd
utt_1589,b
utt_1590,+
utt_1591,b
utt_1592,sd
utt_1593,sd
utt_1594,b
utt_1595,+
utt_1596,b
utt_1597,+
utt_1598,sd
utt_1599,sd
